config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.05797732335187924,14,0.7,0.30000000000000004,0.2857142857142857,0.6428571428571429,0.26666666666666666,0.22380952380952382,full
tier0,conf_0.00,0.0,13,0.65,0.35,0.23076923076923078,0.6153846153846154,0.2333333333333333,0.19047619047619047,full
tier0,conf_0.05,0.05,8,0.4,0.6,0.125,0.375,0.1,0.1,full
tier0,conf_0.10,0.1,8,0.4,0.6,0.125,0.375,0.1,0.1,full
tier0,conf_0.15,0.15,7,0.35,0.65,0.14285714285714285,0.2857142857142857,0.1,0.1,full
tier0,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
tier0_tier1,conf_0.00,0.0,11,0.55,0.44999999999999996,0.2727272727272727,0.5454545454545454,0.26666666666666666,0.26,full
tier0_tier1,trained,0.029180128233581314,9,0.45,0.55,0.2222222222222222,0.5555555555555556,0.2,0.18,full
tier0_tier1,conf_0.05,0.05,9,0.45,0.55,0.2222222222222222,0.5555555555555556,0.2,0.18,full
tier0_tier1,conf_0.10,0.1,3,0.15,0.85,0.0,0.6666666666666666,0.0,0.0,full
tier0_tier1,conf_0.15,0.15,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1_tier2,trained,-0.12853283724043907,17,0.85,0.15000000000000002,0.29411764705882354,0.35294117647058826,0.3,0.28888888888888886,full
tier0_tier1_tier2,conf_0.00,0.0,11,0.55,0.44999999999999996,0.2727272727272727,0.36363636363636365,0.3,0.3333333333333333,full
tier0_tier1_tier2,conf_0.05,0.05,8,0.4,0.6,0.25,0.375,0.25,0.2333333333333333,full
tier0_tier1_tier2,conf_0.10,0.1,6,0.3,0.7,0.3333333333333333,0.5,0.375,0.3,full
tier0_tier1_tier2,conf_0.15,0.15,4,0.2,0.8,0.25,0.25,0.25,0.2,full
tier0_tier1_tier2,conf_0.20,0.2,3,0.15,0.85,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,full
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,1.0,1.0,1.0,0.2,full
