config,holdout_workload,case_id,base_case_id,repeat_tag,repeat_index,workload,stressor,label_name,stressor_family,label,diagnosis_block_mode,diagnosis_selected_blocks,diagnosis_selected_block_idxs,diagnosis_peak_block_idx,diagnosis_peak_block_score,diagnosis_focus_score_mean,diagnosis_focus_score_max,dominant_tier,tier0_contrib,tier1_alt_contrib,tier2_contrib,tier0_share,tier1_alt_share,tier2_share,dominant_mechanism,compute_contrib,compute_share,memory_io_contrib,memory_io_share,thermal_power_contrib,thermal_power_share,scheduler_runtime_contrib,scheduler_runtime_share,platform_pressure_contrib,platform_pressure_share,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,top_feature_4,top_feature_score_4,top_feature_5,top_feature_score_5,top_mechanism_1,top_mechanism_score_1,top_mechanism_2,top_mechanism_score_2,top_mechanism_3,top_mechanism_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER__ATOMIC,,0,BROWSER,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"14,15,16,17,18",14,0.005445505839573574,0.005397635937751153,0.005445505839573574,tier0,0.0025433508742939565,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0009685963284520939,0.3808347240806796,0.0012659865418224742,0.4977632282741629,0.0,0.0,0.0001873921751963611,0.07367924618280672,0.00012137582882302701,0.04772280146235089,tier0:cpu_times_idle_pct,0.00018586153773547762,tier0:net_sent_Pps,0.00015429398399388917,tier0:cpu_times_user_pct,0.00015130514697710186,tier0:interrupts,0.0001109199399931402,tier0:cpu_pct,0.00010879555411484902,memory_io,0.0012659865418224742,compute,0.0009685963284520939,scheduler_runtime,0.0001873921751963611,full
tier0,ALL,BROWSER__BRANCH,BROWSER__BRANCH,,0,BROWSER,BRANCH,ANOMALY,control_flow,1,post_persist,5,"9,10,11,12,13",23,0.027836730846724417,0.01715291225190184,0.0199754313853244,tier0,0.00657919925437632,0.0,0.0,1.0,0.0,0.0,memory_io,0.0015211924075507382,0.23121239359620832,0.00391439661911452,0.5949655068602399,0.0,0.0,0.0006035716589380771,0.09173937976366899,0.0005400385687729845,0.08208271977988267,tier0:interrupts,0.0004976471620499565,tier0:net_sent_Pps,0.0004743967022268159,tier0:mem_wired_bytes,0.0004570010794917838,tier0:mem_active_bytes,0.0004205581251921588,tier0:mem_used_bytes,0.0004054425829214892,memory_io,0.00391439661911452,compute,0.0015211924075507382,scheduler_runtime,0.0006035716589380771,full
tier0,ALL,BROWSER__CACHE,BROWSER__CACHE,,0,BROWSER,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"540,541,542,543,544",540,0.009240776684246634,0.007827591937703823,0.009240776684246634,tier0,0.003970686421835813,0.0,0.0,1.0,0.0,0.0,memory_io,0.0012815333469452005,0.32274856556229753,0.002087288878793429,0.5256745703500779,0.0,0.0,0.0004070366247832154,0.10251039279879107,0.0001948275713139682,0.04906647128883357,tier0:interrupts,0.000279526045345486,tier0:mem_active_bytes,0.0002608435226148642,tier0:mem_wired_bytes,0.00026038077569556133,tier0:cpu_times_idle_pct,0.00023847226715985426,tier0:mem_used_bytes,0.00018483998787502024,memory_io,0.002087288878793429,compute,0.0012815333469452005,scheduler_runtime,0.0004070366247832154,full
tier0,ALL,BROWSER__MEMBW,BROWSER__MEMBW,,0,BROWSER,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"58,59,60,61,62",58,0.00999789323668775,0.009911414476261777,0.00999789323668775,tier0,0.005268230693719306,0.0,0.0,0.9999999999999999,0.0,0.0,memory_io,0.00134778099809505,0.25583181080165135,0.003276128500279692,0.6218650417464512,0.0,0.0,0.00034890823888795785,0.06622873203026591,0.0002954129564566072,0.056074415421631676,tier0:net_sent_Pps,0.0007130757703046412,tier0:net_recv_Pps,0.0003212244333844237,tier0:interrupts,0.0003143962549141538,tier0:mem_wired_bytes,0.0002915316016280247,tier0:mem_active_bytes,0.00026970755420063693,memory_io,0.003276128500279692,compute,0.00134778099809505,scheduler_runtime,0.00034890823888795785,full
tier0,ALL,BROWSER__NOMINAL,BROWSER__NOMINAL,,0,BROWSER,NOMINAL,NOMINAL,benign,0,peak_window,5,"176,177,178,179,180",176,0.004390097917874093,0.0043617417130057175,0.004390097917874093,tier0,0.0015890974591811144,0.0,0.0,0.9999999999999998,0.0,0.0,compute,0.000727686674352187,0.4579245093797926,0.000583815440112275,0.3673880646773695,0.0,0.0,0.00010318555813679936,0.0649334359831979,0.00017440978657985327,0.10975398995963985,tier0:cpu_times_idle_pct,0.0002195229278218888,tier0:net_sent_Pps,8.198958336096246e-05,tier0:cpu_pct,7.433362205196584e-05,tier0:pids_count,7.136260379604424e-05,tier0:net_sent_Bps,6.900471370600347e-05,compute,0.000727686674352187,memory_io,0.000583815440112275,platform_pressure,0.00017440978657985327,full
tier0,ALL,BROWSER__TLB,BROWSER__TLB,,0,BROWSER,TLB,ANOMALY,memory_pressure,1,peak_window,5,"204,205,206,207,208",204,0.01037228468836075,0.010269482544905482,0.01037228468836075,tier0,0.004649240965743573,0.0,0.0,1.0,0.0,0.0,memory_io,0.0011490171421159629,0.24714080224753326,0.0029371759115399713,0.6317538568513874,0.0,0.0,0.0004484600488264675,0.09645876652356809,0.00011458786326117146,0.024646574377511304,tier0:interrupts,0.0003726710641333363,tier0:mem_wired_bytes,0.00034484393331947325,tier0:mem_active_bytes,0.0003442124482858635,tier0:net_sent_Pps,0.00025918353010850057,tier0:mem_used_bytes,0.0002481948792545812,memory_io,0.0029371759115399713,compute,0.0011490171421159629,scheduler_runtime,0.0004484600488264675,full
tier0,ALL,PY_AI__ATOMIC,PY_AI__ATOMIC,,0,PY_AI,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"365,366,367,368,369",365,0.011105655783149754,0.010920140982940179,0.011105655783149754,tier0,0.003450968063863292,0.0,0.0,0.9999999999999998,0.0,0.0,memory_io,0.001091997592839729,0.3164322510760238,0.0018860444038827115,0.5465261830824714,0.0,0.0,0.0003200645846571552,0.09274631892676777,0.00015286148248369683,0.044295246914737116,tier0:mem_used_bytes,0.0002757517976634854,tier0:interrupts,0.00024194024446057416,tier0:mem_wired_bytes,0.00023084759327726706,tier0:mem_active_bytes,0.00022409506923989298,tier0:cpu_times_idle_pct,0.0002201986904972118,memory_io,0.0018860444038827115,compute,0.001091997592839729,scheduler_runtime,0.0003200645846571552,full
tier0,ALL,PY_AI__BRANCH,PY_AI__BRANCH,,0,PY_AI,BRANCH,ANOMALY,control_flow,1,peak_window,5,"773,774,775,776,777",773,0.008187899819628865,0.007980300971868047,0.008187899819628865,tier0,0.00442876619083214,0.0,0.0,0.9999999999999998,0.0,0.0,memory_io,0.0014819263410882956,0.3346138127941791,0.002457121176041829,0.5548094142174955,0.0,0.0,0.0002456064352557432,0.055457078715098106,0.00024411223844627216,0.055119694273227104,tier0:swap_sin_bytes,0.00024601613097412065,tier0:net_recv_Pps,0.00019617750673550847,tier0:cpu_times_idle_pct,0.0001927934606255087,tier0:net_recv_Bps,0.00019229373219021876,tier0:mem_active_bytes,0.0001841784838813092,memory_io,0.002457121176041829,compute,0.0014819263410882956,scheduler_runtime,0.0002456064352557432,full
tier0,ALL,PY_AI__CACHE,PY_AI__CACHE,,0,PY_AI,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"295,296,297,298,299",295,0.00568224647072278,0.005532959843626136,0.00568224647072278,tier0,0.0032504078449108833,0.0,0.0,1.0000000000000002,0.0,0.0,compute,0.0015484025352537052,0.47637176906215545,0.0012772138435921136,0.3929395646739621,0.0,0.0,0.00025124431208937444,0.07729624221857084,0.00017354715397568983,0.053392424045311776,tier0:cpu_times_idle_pct,0.00020023918311590032,tier0:cpu_times_user_pct,0.0001799956386850857,tier0:cpu_pct,0.00016523506403305134,tier0:mem_active_bytes,0.0001417549072635022,tier0:cpu9_pct,0.00013949144193212574,compute,0.0015484025352537052,memory_io,0.0012772138435921136,scheduler_runtime,0.00025124431208937444,full
tier0,ALL,PY_AI__MEMBW,PY_AI__MEMBW,,0,PY_AI,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"758,759,760,761,762",758,0.008186888513686211,0.00812962086974337,0.008186888513686211,tier0,0.00473897114912633,0.0,0.0,0.9999999999999998,0.0,0.0,memory_io,0.001430035411163512,0.3017607337464274,0.0028495329691360775,0.6012978090532188,0.0,0.0,0.0003533501089613552,0.0745626208394407,0.00010605265986538455,0.022378836360912695,tier0:swap_sin_bytes,0.0002600810615689239,tier0:interrupts,0.0002530520720109646,tier0:mem_active_bytes,0.00024907813470788316,tier0:mem_wired_bytes,0.00023235450800803204,tier0:net_recv_Pps,0.00021833402252280126,memory_io,0.0028495329691360775,compute,0.001430035411163512,scheduler_runtime,0.0003533501089613552,full
