config,holdout_workload,case_id,base_case_id,repeat_tag,repeat_index,workload,stressor,label_name,stressor_family,label,diagnosis_block_mode,diagnosis_selected_blocks,diagnosis_selected_block_idxs,diagnosis_peak_block_idx,diagnosis_peak_block_score,diagnosis_focus_score_mean,diagnosis_focus_score_max,dominant_tier,tier0_contrib,tier1_alt_contrib,tier2_contrib,tier0_share,tier1_alt_share,tier2_share,dominant_mechanism,compute_contrib,compute_share,memory_io_contrib,memory_io_share,thermal_power_contrib,thermal_power_share,scheduler_runtime_contrib,scheduler_runtime_share,platform_pressure_contrib,platform_pressure_share,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,top_feature_4,top_feature_score_4,top_feature_5,top_feature_score_5,top_mechanism_1,top_mechanism_score_1,top_mechanism_2,top_mechanism_score_2,top_mechanism_3,top_mechanism_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER__ATOMIC,,0,BROWSER,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"16,17,18,19,20",16,0.012635922872165892,0.012472147915195079,0.012635922872165892,tier0,0.006126422782347354,0.0,0.0,0.9999999999999999,0.0,0.0,memory_io,0.0022998420119187033,0.37539720871786014,0.003252838978007862,0.5309524160462084,0.0,0.0,0.00036165022762691366,0.05903122270127535,0.00021209156479387573,0.03461915253465617,tier0:cpu_times_idle_pct,0.0004943428699867868,tier0:net_sent_Pps,0.00042818474897390836,tier0:cpu_times_user_pct,0.00031718077176577625,tier0:cpu_pct,0.00024178458935675214,tier0:net_recv_Pps,0.00022303356450024253,memory_io,0.003252838978007862,compute,0.0022998420119187033,scheduler_runtime,0.00036165022762691366,full
tier0,ALL,BROWSER__BRANCH,BROWSER__BRANCH,,0,BROWSER,BRANCH,ANOMALY,control_flow,1,post_persist,5,"2,3,4,5,6",25,0.07040842157060803,0.04401201800451278,0.049917937818954386,tier0,0.014599534403410134,0.0,0.0,1.0,0.0,0.0,memory_io,0.003264745884532998,0.22361986309443022,0.00910517517409436,0.623662023904515,0.0,0.0,0.000940301001460907,0.06440623210842074,0.0012893123433218676,0.08831188089263396,tier0:net_sent_Pps,0.001267454759254332,tier0:interrupts,0.0007273621129573173,tier0:mem_wired_bytes,0.0006931948152301625,tier0:mem_active_bytes,0.0006819495378208393,tier0:net_recv_Pps,0.0006630522332405078,memory_io,0.00910517517409436,compute,0.003264745884532998,platform_pressure,0.0012893123433218676,full
tier0,ALL,BROWSER__CACHE,BROWSER__CACHE,,0,BROWSER,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"540,541,542,543,544",540,0.019417774933923694,0.01728722167626143,0.019417774933923694,tier0,0.009063613311328208,0.0,0.0,0.9999999999999998,0.0,0.0,memory_io,0.0034733409461713233,0.3832181302163617,0.004417995610761989,0.4874430824669154,0.0,0.0,0.0006432735875969773,0.07097319418878761,0.0005290031667979203,0.05836559312793526,tier0:cpu_times_idle_pct,0.0006559373863859814,tier0:pids_count,0.00042701001826168136,tier0:net_recv_Bps,0.00036077755528409806,tier0:net_recv_Pps,0.0003318571526185249,tier0:disk_write_Bps,0.0003277654020272329,memory_io,0.004417995610761989,compute,0.0034733409461713233,scheduler_runtime,0.0006432735875969773,full
tier0,ALL,BROWSER__MEMBW,BROWSER__MEMBW,,0,BROWSER,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"32,33,34,35,36",32,0.023309249156180076,0.0231425914114937,0.023309249156180076,tier0,0.01178562813348312,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0029190571243890616,0.2476793846987233,0.007973581002199226,0.6765512123656933,0.0,0.0,0.0005508664593005345,0.046740526093430344,0.00034212354759429646,0.029028876842153127,tier0:net_sent_Pps,0.0019527976212569888,tier0:net_recv_Pps,0.0007484678791668076,tier0:cpu_times_idle_pct,0.0005464040846898053,tier0:net_recv_Bps,0.0005217521626921001,tier0:net_sent_Bps,0.0004787821484517201,memory_io,0.007973581002199226,compute,0.0029190571243890616,scheduler_runtime,0.0005508664593005345,full
tier0,ALL,BROWSER__NOMINAL,BROWSER__NOMINAL,,0,BROWSER,NOMINAL,NOMINAL,benign,0,peak_window_backfill,3,"961,962,969",969,0.010076351824734844,0.010067846079305715,0.010076351824734844,tier0,0.004001136597737517,0.0,0.0,1.0,0.0,0.0,compute,0.0018218542525362319,0.45533418018430505,0.0014483088323721009,0.3619743532852794,0.0,0.0,0.00021675352672994596,0.05417298845845738,0.0005142199860992387,0.12851847807195824,tier0:cpu_times_idle_pct,0.0005779104147973749,tier0:net_sent_Bps,0.00022288640229922225,tier0:net_sent_Pps,0.00021215407387860952,tier0:pids_count,0.00018166360682490677,tier0:load15,0.00017473531902857458,compute,0.0018218542525362319,memory_io,0.0014483088323721009,platform_pressure,0.0005142199860992387,full
tier0,ALL,BROWSER__TLB,BROWSER__TLB,,0,BROWSER,TLB,ANOMALY,memory_pressure,1,peak_window_backfill,3,"967,968,969",969,0.0222625485056123,0.021890051655275924,0.0222625485056123,tier0,0.010206347119885007,0.0,0.0,1.0,0.0,0.0,memory_io,0.0028991768493917456,0.28405626570776576,0.006541422840280882,0.6409171433662333,0.0,0.0,0.000581647216210793,0.056988774669202734,0.00018410021400158685,0.018037816256798157,tier0:net_sent_Pps,0.0006792639976042382,tier0:cpu_times_idle_pct,0.0006707421375084258,tier0:net_recv_Pps,0.0005691096306392205,tier0:net_recv_Bps,0.0005205451544870509,tier0:swap_total_bytes,0.0004998174075134022,memory_io,0.006541422840280882,compute,0.0028991768493917456,scheduler_runtime,0.000581647216210793,full
tier0,ALL,PY_AI__ATOMIC,PY_AI__ATOMIC,,0,PY_AI,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"372,373,374,375,376",372,0.026368995981734894,0.026224397536468373,0.026368995981734894,tier0,0.006774251224744134,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.002227997254779749,0.3288920326192807,0.0037192232617077278,0.5490235213188753,0.0,0.0,0.0004856409934344235,0.07168925056403802,0.0003413897148222306,0.05039519549780575,tier0:cpu_times_idle_pct,0.000552514595434055,tier0:mem_used_bytes,0.0003991463776136171,tier0:mem_active_bytes,0.0003332986901860499,tier0:interrupts,0.00031658377657787877,tier0:mem_wired_bytes,0.0003111459055038956,memory_io,0.0037192232617077278,compute,0.002227997254779749,scheduler_runtime,0.0004856409934344235,full
tier0,ALL,PY_AI__BRANCH,PY_AI__BRANCH,,0,PY_AI,BRANCH,ANOMALY,control_flow,1,peak_window,5,"760,761,762,763,764",760,0.018912526650052615,0.018849077657582546,0.018912526650052615,tier0,0.010673329602227584,0.0,0.0,0.9999999999999997,0.0,0.0,memory_io,0.0035522588310356326,0.33281637159357047,0.0060824273292167975,0.5698715917053061,0.0,0.0,0.00047066801264732594,0.04409758062274163,0.0005679754293278318,0.05321445607838176,tier0:swap_sin_bytes,0.0006530226086547792,tier0:cpu_times_idle_pct,0.000507542166287701,tier0:net_recv_Pps,0.00045059124705052893,tier0:disk_write_Bps,0.0004469013115003282,tier0:disk_write_IOPS,0.0004449392833016226,memory_io,0.0060824273292167975,compute,0.0035522588310356326,platform_pressure,0.0005679754293278318,full
tier0,ALL,PY_AI__CACHE,PY_AI__CACHE,,0,PY_AI,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"293,294,295,296,297",293,0.012824462805908267,0.012708607483674028,0.012824462805908267,tier0,0.007991427594607569,0.0,0.0,1.0,0.0,0.0,compute,0.0036099517034296653,0.4517280123848682,0.003226375168690272,0.4037295127177722,0.0,0.0,0.00047551687693874844,0.05950337049410499,0.0006795838455488834,0.08503910440325467,tier0:cpu_times_idle_pct,0.0005313807012111774,tier0:cpu_times_user_pct,0.0004066751034403132,tier0:cpu_pct,0.0003744618346764614,tier0:net_sent_Pps,0.00031856157029601893,tier0:cpu9_pct,0.000318136343203475,compute,0.0036099517034296653,memory_io,0.003226375168690272,platform_pressure,0.0006795838455488834,full
tier0,ALL,PY_AI__MEMBW,PY_AI__MEMBW,,0,PY_AI,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"578,579,580,581,582",578,0.018246260681243014,0.01814226539493794,0.018246260681243014,tier0,0.011031581047306139,0.0,0.0,1.0,0.0,0.0,memory_io,0.0033323237123844543,0.3020712713884464,0.006844873797303991,0.6204798539712019,0.0,0.0,0.0004952939396372128,0.04489781995103606,0.00035908959798048077,0.032551054689315705,tier0:swap_sin_bytes,0.0006677569532005325,tier0:net_sent_Pps,0.0005225836887526997,tier0:disk_write_IOPS,0.0005106648474543177,tier0:net_recv_Pps,0.0005009169779575451,tier0:disk_write_Bps,0.0004987139638523056,memory_io,0.006844873797303991,compute,0.0033323237123844543,scheduler_runtime,0.0004952939396372128,full
