config,holdout_workload,case_id,base_case_id,repeat_tag,repeat_index,workload,stressor,label_name,stressor_family,label,diagnosis_block_mode,diagnosis_selected_blocks,diagnosis_selected_block_idxs,diagnosis_peak_block_idx,diagnosis_peak_block_score,diagnosis_focus_score_mean,diagnosis_focus_score_max,dominant_tier,tier0_contrib,tier1_alt_contrib,tier2_contrib,tier0_share,tier1_alt_share,tier2_share,dominant_mechanism,compute_contrib,compute_share,memory_io_contrib,memory_io_share,thermal_power_contrib,thermal_power_share,scheduler_runtime_contrib,scheduler_runtime_share,platform_pressure_contrib,platform_pressure_share,top_feature_1,top_feature_score_1,top_feature_2,top_feature_score_2,top_feature_3,top_feature_score_3,top_feature_4,top_feature_score_4,top_feature_5,top_feature_score_5,top_mechanism_1,top_mechanism_score_1,top_mechanism_2,top_mechanism_score_2,top_mechanism_3,top_mechanism_score_3,feature_profile
tier0,ALL,BROWSER__ATOMIC,BROWSER__ATOMIC,,0,BROWSER,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"16,17,18,19,20",16,0.009429623855392937,0.009215780910913213,0.009429623855392937,tier0,0.004413525941126022,0.0,0.0,1.0000000000000004,0.0,0.0,memory_io,0.0016697333233012936,0.37832185549028297,0.0022838627311147146,0.5174689718787591,0.0,0.0,0.0002882656535272522,0.0653141405245048,0.00017166423318276067,0.0388950321064532,tier0:cpu_times_idle_pct,0.00032956963659354024,tier0:net_sent_Pps,0.000283993686545378,tier0:cpu_times_user_pct,0.0002514258323908459,tier0:cpu_pct,0.0001815867781860418,tier0:interrupts,0.0001668067362349011,memory_io,0.0022838627311147146,compute,0.0016697333233012936,scheduler_runtime,0.0002882656535272522,mixed
tier0,ALL,BROWSER__BRANCH,BROWSER__BRANCH,,0,BROWSER,BRANCH,ANOMALY,control_flow,1,post_persist,5,"9,10,11,12,13",24,0.05195874668418488,0.029946667126859783,0.034959074133812745,tier0,0.01080994563316939,0.0,0.0,1.0,0.0,0.0,memory_io,0.0024117231427784776,0.22310224534139306,0.006693147601480771,0.6191657043069138,0.0,0.0,0.0008326912438580747,0.07703010469386942,0.0008723836450520691,0.0807019456578241,tier0:net_sent_Pps,0.000846686522793888,tier0:interrupts,0.0006759351804609145,tier0:mem_wired_bytes,0.0006392791588843419,tier0:mem_used_bytes,0.00062375395278501,tier0:mem_active_bytes,0.000589553123066317,memory_io,0.006693147601480771,compute,0.0024117231427784776,platform_pressure,0.0008723836450520691,mixed
tier0,ALL,BROWSER__CACHE,BROWSER__CACHE,,0,BROWSER,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"540,541,542,543,544",540,0.015492043450250445,0.013184734671830466,0.015492043450250445,tier0,0.006497873069670698,0.0,0.0,0.9999999999999999,0.0,0.0,memory_io,0.002331838199213288,0.3588617651054642,0.003284662369430599,0.5054980813278735,0.0,0.0,0.0005441162746923833,0.08373759672716385,0.00033725622633442914,0.051902556839498355,tier0:cpu_times_idle_pct,0.0004336745749818655,tier0:interrupts,0.00027759493028089045,tier0:pids_count,0.0002665213444114928,tier0:mem_active_bytes,0.0002642638352333765,tier0:mem_wired_bytes,0.00026343692831394495,memory_io,0.003284662369430599,compute,0.002331838199213288,scheduler_runtime,0.0005441162746923833,mixed
tier0,ALL,BROWSER__MEMBW,BROWSER__MEMBW,,0,BROWSER,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"17,18,19,20,21",17,0.017118137687886975,0.017110822650555097,0.017118137687886975,tier0,0.008683710106470142,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0021788136112810036,0.25090814692876406,0.005688500364089502,0.6550771841002684,0.0,0.0,0.00048700986051010235,0.056083155072995404,0.0003293862705895317,0.03793151389797196,tier0:net_sent_Pps,0.0012881013483299533,tier0:net_recv_Pps,0.0005304140265678552,tier0:interrupts,0.00043316852981712073,tier0:mem_wired_bytes,0.0004121285694767486,tier0:mem_active_bytes,0.00038779487080696496,memory_io,0.005688500364089502,compute,0.0021788136112810036,scheduler_runtime,0.00048700986051010235,mixed
tier0,ALL,BROWSER__NOMINAL,BROWSER__NOMINAL,,0,BROWSER,NOMINAL,NOMINAL,benign,0,peak_window,5,"177,178,179,180,181",177,0.007574931196096124,0.007459893518344689,0.007574931196096124,tier0,0.002685112865894929,0.0,0.0,0.9999999999999997,0.0,0.0,compute,0.0012505645065346337,0.4657400150357661,0.0009727524889162957,0.36227620122481663,0.0,0.0,0.00016741948537335265,0.062351004868301085,0.0002943763850706476,0.10963277887111608,tier0:cpu_times_idle_pct,0.00039053727582596487,tier0:net_sent_Pps,0.00014121088935099832,tier0:pids_count,0.00012951611219135713,tier0:net_sent_Bps,0.00012177358609408525,tier0:cpu_pct,0.00012164612344131114,compute,0.0012505645065346337,memory_io,0.0009727524889162957,platform_pressure,0.0002943763850706476,mixed
tier0,ALL,BROWSER__TLB,BROWSER__TLB,,0,BROWSER,TLB,ANOMALY,memory_pressure,1,peak_window_backfill,3,"977,978,979",979,0.017302425760617544,0.01704105780860038,0.017302425760617544,tier0,0.007465938589948071,0.0,0.0,1.0,0.0,0.0,memory_io,0.0020150567701576897,0.2698999925971404,0.00479058168001355,0.6416583289960962,0.0,0.0,0.0005529988940168643,0.07406957442181568,0.0001073012457599673,0.014372103984947674,tier0:net_sent_Pps,0.0004529294726258836,tier0:cpu_times_idle_pct,0.00043715775919206856,tier0:interrupts,0.000417392047336264,tier0:mem_active_bytes,0.00041006468455799603,tier0:net_recv_Pps,0.00039469444525054635,memory_io,0.00479058168001355,compute,0.0020150567701576897,scheduler_runtime,0.0005529988940168643,mixed
tier0,ALL,PY_AI__ATOMIC,PY_AI__ATOMIC,,0,PY_AI,ATOMIC,ANOMALY,synchronization,1,peak_window,5,"373,374,375,376,377",373,0.019830565127514264,0.019234642322751277,0.019830565127514264,tier0,0.005312918377965508,0.0,0.0,1.0000000000000002,0.0,0.0,memory_io,0.0017120597128863634,0.32224468570548004,0.0029201773217296316,0.5496371511824101,0.0,0.0,0.00042311797007568155,0.0796394636572052,0.00025756337327383045,0.04847869945490487,tier0:mem_used_bytes,0.00039456526372009436,tier0:cpu_times_idle_pct,0.00037951144868230444,tier0:interrupts,0.00029934195295238086,tier0:mem_active_bytes,0.0002944758478837415,tier0:mem_wired_bytes,0.0002910715610757844,memory_io,0.0029201773217296316,compute,0.0017120597128863634,scheduler_runtime,0.00042311797007568155,mixed
tier0,ALL,PY_AI__BRANCH,PY_AI__BRANCH,,0,PY_AI,BRANCH,ANOMALY,control_flow,1,peak_window,5,"773,774,775,776,777",773,0.014127988655088169,0.013869025895732861,0.014127988655088169,tier0,0.007600225961518304,0.0,0.0,0.9999999999999998,0.0,0.0,memory_io,0.0025629149058185724,0.33721561948226286,0.004275649128887278,0.5625686855280191,0.0,0.0,0.0003659995131406853,0.04815639890100967,0.0003956624136717701,0.05205929608870842,tier0:swap_sin_bytes,0.0004329714443650681,tier0:cpu_times_idle_pct,0.0003417654933364626,tier0:net_recv_Pps,0.00032490635921745523,tier0:net_recv_Bps,0.0003159923961646006,tier0:cpu5_pct,0.00030826960015873706,memory_io,0.004275649128887278,compute,0.0025629149058185724,platform_pressure,0.0003956624136717701,mixed
tier0,ALL,PY_AI__CACHE,PY_AI__CACHE,,0,PY_AI,CACHE,ANOMALY,memory_pressure,1,peak_window,5,"295,296,297,298,299",295,0.009704452916901918,0.009479975083610542,0.009704452916901918,tier0,0.00561145854911861,0.0,0.0,1.0000000000000002,0.0,0.0,compute,0.0026203154268567832,0.46695799388348974,0.0022252373791225104,0.39655240427144,0.0,0.0,0.0003709192595288957,0.06610032958136276,0.00039498648361041913,0.07038927226370757,tier0:cpu_times_idle_pct,0.00035591023559751803,tier0:cpu_times_user_pct,0.0003055946571682579,tier0:cpu_pct,0.0002754928519838837,tier0:cpu9_pct,0.00023979989768138865,tier0:cpu5_pct,0.00022871449708790895,compute,0.0026203154268567832,memory_io,0.0022252373791225104,platform_pressure,0.00039498648361041913,mixed
tier0,ALL,PY_AI__MEMBW,PY_AI__MEMBW,,0,PY_AI,MEMBW,ANOMALY,memory_pressure,1,peak_window,5,"759,760,761,762,763",759,0.013630666067474094,0.013526747211870893,0.013630666067474094,tier0,0.007892681280525468,0.0,0.0,1.0,0.0,0.0,memory_io,0.002397072248346768,0.3037082283128984,0.0048804295245910585,0.6183487399438149,0.0,0.0,0.0004409303206409761,0.055865719768633616,0.0001742491869466645,0.022077311974653003,tier0:swap_sin_bytes,0.000453040555245867,tier0:net_recv_Pps,0.0003631591918022014,tier0:net_sent_Pps,0.00035705716043671397,tier0:net_recv_Bps,0.0003454489314175436,tier0:disk_write_IOPS,0.0003308409303051208,memory_io,0.0048804295245910585,compute,0.002397072248346768,scheduler_runtime,0.0004409303206409761,mixed
